Content,Dates,Bold,Italic,Short,AllCaps,Quoted,Year
 THE AMERICANS,02/25,0,0,0,1,0,2015
 HOUSE OF CARDS (3),02/27,0,0,0,1,0,2015
 HOUSE OF CARDS (2),02/28,0,0,0,1,0,2015
 DATELINE,02/28,0,0,0,1,0,2015
 BILLIONS,03/02,0,0,0,1,0,2015
 GIRLS,03/02,0,0,0,1,0,2015
 BETTER CALL SAUL,03/02,0,0,0,1,0,2015
 The,03/05,0,0,0,0,0,2015
 THE AMERICANS,03/06,0,0,0,1,0,2015
 VANITY FAIR CONFIDENTIAL,03/06,0,0,0,1,0,2015
 FIFTY,03/07,0,0,0,1,0,2015
 THE JINX,03/08,0,0,0,1,0,2015
 GIRLS,03/08,0,0,0,1,0,2015
 Satin Island,03/08,0,0,0,0,0,2015
 Tom McCarthy,03/08,0,0,0,0,0,2015
 VANITY FAIR CONFIDENTIAL,03/10,0,0,0,1,0,2015
 BETTER CALL,03/10,0,0,0,1,0,2015
 THE AMERICANS,03/11,0,0,0,1,0,2015
 HOUSE OF CARDS (2),03/12,0,0,0,1,0,2015
 AVENUES,03/14,0,0,0,1,0,2015
 THE JINX,03/15,0,0,0,1,0,2015
 BETTER CALL SAUL,03/16,0,0,0,1,0,2015
 VANITY FAIR CONFIDENTIAL,03/17,0,0,0,1,0,2015
 TRIPLE,03/19,0,0,0,1,0,2015
 DATELINE,03/21,0,0,0,1,0,2015
 THE CONFORMIST,03/21,0,0,0,1,0,2015
 GIRLS,03/22,0,0,0,1,0,2015
 DATELINE,03/22,0,0,0,1,0,2015
 BETTER CALL SAUL,03/23,0,0,0,1,0,2015
 VANITY FAIR CONFIDENTIAL,03/24,0,0,0,1,0,2015
 THE AMERICANS,03/25,0,0,0,1,0,2015
 DATELINE,03/26,0,0,0,1,0,2015
 BLUE,03/27,0,0,0,1,0,2015
 WORLD FIGURE SKATING CHAMPIONSHIP,03/28,0,0,0,1,0,2015
 ZODIAC,03/28,0,0,0,1,0,2015
 GOING,03/29,0,0,0,1,0,2015
 BETTER CALL SAUL,03/30,0,0,0,1,0,2015
 VANITY FAIR,03/30,0,0,0,1,0,2015
 DISAPPEARED,03/31,0,0,0,1,0,2015
 THE AMERICANS,04/01,0,0,0,1,0,2015
 THE COMEDY CENTRAL ROAST,04/01,0,0,0,1,0,2015
 DATELINE,04/02,0,0,0,1,0,2015
 WELCOME,04/03,0,0,0,1,0,2015
 MISSING,04/04,0,0,1,1,0,2015
 MAD MEN,04/05,0,0,0,1,0,2015
 BETTER CALL SAUL,04/06,0,0,0,1,0,2015
 AMERICAN GREED,04/07,0,0,0,1,0,2015
 VANITY FAIR,04/07,0,0,0,1,0,2015
 THE AMERICANS,04/08,0,0,0,1,0,2015
 LOUIE,04/09,0,0,0,1,0,2015
 DATELINE,04/09,0,0,0,1,0,2015
 VIDEOSYNCRACY,04/10,0,0,0,1,0,2015
 48 HRS MYSTERY,04/11,0,0,0,1,0,2015
 SILICON VALLEY,04/12,0,0,0,1,0,2015
 VEEP,04/12,0,0,0,1,0,2015
 MAD MEN,04/12,0,0,0,1,0,2015
 NORTH,04/14,0,0,0,1,0,2015
 THE AMERICANS,04/15,0,0,0,1,0,2015
 CHIMES AT MIDNIGHT,04/15,0,0,0,1,0,2015
 LOUIE,04/16,0,0,0,1,0,2015
 48 HRS MYSTERY,04/18,0,0,0,1,0,2015
 DATELINE,04/19,0,0,0,1,0,2015
 THE HAUNTING OF DIANE FARR,04/19,0,0,0,1,0,2015
 INSIDE AMY SCHUMER,04/21,0,0,0,1,0,2015
 AMERICAN GREED,04/21,0,0,0,1,0,2015
 W1A,04/23,0,0,0,1,0,2015
 20/20: DIANE SAWYER INTERVIEWS CAITLYN,04/24,0,0,0,1,0,2015
 SILICON VALLEY,04/26,0,0,0,1,0,2015
 VEEP,04/26,0,0,0,1,0,2015
 MAD MEN,04/26,0,0,0,1,0,2015
 INSIDE AMY SCHUMER,04/29,0,0,0,1,0,2015
 VIDEOSYNCRACY,04/29,0,0,0,1,0,2015
 W1A,04/30,0,0,0,1,0,2015
 DATELINE,05/02,0,0,0,1,0,2015
 MAYWEATHER VS. PACQUIAO,05/02,0,0,0,1,0,2015
 THREE,05/03,0,0,0,1,0,2015
 48 HRS ON ID,05/06,0,0,0,1,0,2015
 W1A,05/07,0,0,0,1,0,2015
 DATELINE,05/09,0,0,0,1,0,2015
 THE SERVANT,05/09,0,0,0,1,0,2015
 SILICON VALLEY,05/10,0,0,0,1,0,2015
 VEEP,05/10,0,0,0,1,0,2015
 MAD MEN,05/10,0,0,0,1,0,2015
 THOUGHT,05/11,0,0,0,1,0,2015
 INSIDE AMY SCHUMER,05/12,0,0,0,1,0,2015
 DATELINE,05/14,0,0,0,1,0,2015
 W1A,05/14,0,0,0,1,0,2015
 EX,05/15,0,0,0,1,0,2015
 MAD MEN,05/18,0,0,0,1,0,2015
 SILICON VALLEY,05/18,0,0,0,1,0,2015
 VEEP,05/18,0,0,0,1,0,2015
 48 HRS MYSTERY,05/19,0,0,0,1,0,2015
 TOO MUCH JOHNSON,05/19,0,0,0,1,0,2015
 MAD,05/24,0,0,0,1,0,2015
 THE,05/25,0,0,0,1,0,2015
 THE KNICK (2),05/26,0,0,0,1,0,2015
 THE KNICK (3),05/27,0,0,0,1,0,2015
 48 HRS ON ID,05/28,0,0,0,1,0,2015
 DATELINE,05/28,0,0,0,1,0,2015
 THE KNICK (2),05/28,0,0,0,1,0,2015
 THE KNICK,05/29,0,0,0,1,0,2015
 DATELINE,05/29,0,0,0,1,0,2015
 THE KNICK (3),05/30,0,0,0,1,0,2015
 48 HRS MYSTERY,05/30,0,0,0,1,0,2015
 SILICON VALLEY,05/31,0,0,0,1,0,2015
 VEEP,05/31,0,0,0,1,0,2015
 48 HRS MYSTERY,06/02,0,0,0,1,0,2015
 My,06/04,0,0,0,0,0,2015
 Confessions,06/05,0,0,0,0,0,2015
 The,06/06,0,0,0,0,0,2015
 Thieves,06/07,0,0,0,0,0,2015
 Dead,06/08,0,0,0,0,0,2015
 City,06/12,0,0,0,0,0,2015
 48 HRS MYSTERY,06/13,0,0,0,1,0,2015
 DAYS OF THUNDER,06/13,0,0,0,1,0,2015
 THE,06/14,0,0,0,1,0,2015
 DEUTCHLAND ’83,06/18,0,0,0,1,0,2015
 DATELINE,06/18,0,0,0,1,0,2015
 THE,06/19,0,0,0,1,0,2015
 A DEADLY ADOPTION,06/20,0,0,0,1,0,2015
 JAWS,06/21,0,0,0,1,0,2015
 DISAPPEARED,06/22,0,0,0,1,0,2015
 INSIDE AMY SCHUMER,06/24,0,0,0,1,0,2015
 DEUTCHLAND ‘83,06/24,0,0,0,1,0,2015
 DATELINE,06/26,0,0,0,1,0,2015
 EX,06/27,0,0,0,1,0,2015
 ALL,07/03,0,0,0,1,0,2015
 When,07/04,0,0,0,0,0,2015
 SUNSET,07/05,0,0,0,1,0,2015
 THE GIRLFRIEND EXPERIENCE (3),07/07,0,0,0,1,0,2015
 THE GIRLFRIEND EXPERIENCE (8),07/08,0,0,0,1,0,2015
 THE GIRLFRIEND EXPERIENCE (2),07/09,0,0,0,1,0,2015
 ELVIS,07/09,0,0,0,1,0,2015
 THE,07/13,0,0,0,1,0,2015
 ALL,07/17,0,0,0,1,0,2015
 U2 at Madison Square Garden,07/18,0,0,0,0,0,2015
 48 HRS,07/18,0,0,0,1,0,2015
 My,07/19,0,0,0,0,0,2015
 RED OAKS (2),07/20,0,0,0,1,0,2015
 RED OAKS (2),07/21,0,0,0,1,0,2015
 ALL THE PRESIDENT’S MEN,07/21,0,0,0,1,0,2015
 RYAN’S,07/24,0,0,0,1,0,2015
 48 HRS ON ID,07/25,0,0,0,1,0,2015
 KNIFE IN THE WATER,07/25,0,0,0,1,0,2015
 I AM CAIT,07/26,0,0,0,1,0,2015
 DATELINE ON ID,07/26,0,0,0,1,0,2015
 The,07/29,0,0,0,0,0,2015
 DATELINE: THURSDAY NIGHT MYSTERY,07/30,0,0,0,1,0,2015
 Those,08/02,0,0,0,0,0,2015
 RED OAKS,08/03,0,0,0,1,0,2015
 WEST TEXAS INVESTORS CLUB,08/03,0,0,0,1,0,2015
 SHADOW,08/05,0,0,0,1,0,2015
 AMERICAN GREED,08/07,0,0,0,1,0,2015
 Imbibe,08/07,0,0,0,0,0,2015
 David Wondrich,08/07,0,0,0,0,0,2015
 What,08/08,0,0,0,0,0,2015
 VANISHED WITH BETH HOLLOWAY,08/09,0,0,0,1,0,2015
 GOODNIGHT,08/09,0,0,0,1,0,2015
 MOMMY,08/09,0,0,0,1,0,2015
 IN,08/11,0,0,0,1,0,2015
 What,08/12,0,0,0,0,0,2015
 GOD’S,08/17,0,0,0,1,0,2015
 Book,08/18,0,0,0,0,0,2015
 MR. ROBOT,08/20,0,0,0,1,0,2015
 THE,08/21,0,0,0,1,0,2015
 MAD,08/22,0,0,0,1,0,2015
 SHANGHAI,08/23,0,0,0,1,0,2015
 HARPER,08/24,0,0,0,1,0,2015
 RED OAKS (2),08/25,0,0,0,1,0,2015
 ODD MAN OUT,08/25,0,0,0,1,0,2015
 THE,08/27,0,0,0,1,0,2015
 NARCOS (2),08/28,0,0,0,1,0,2015
 DATELINE,08/28,0,0,0,1,0,2015
 PETULIA,08/30,0,0,0,1,0,2015
 ANATOMY,08/31,0,0,0,1,0,2015
 SWEET,09/01,0,0,0,1,0,2015
 MR. ROBOT,09/03,0,0,0,1,0,2015
 The,09/05,0,0,0,0,0,2015
 QUEEN,09/06,0,0,0,1,0,2015
 Why,09/10,0,0,0,0,0,2015
 DATELINE,09/11,0,0,0,1,0,2015
 INVASION,09/12,0,0,0,1,0,2015
 Purity,09/13,0,0,0,0,0,2015
 THE,09/16,0,0,0,1,0,2015
 The,09/21,0,0,0,0,0,2015
 DATELINE,09/26,0,0,0,1,0,2015
 Quicksand,10/02,0,0,0,0,0,2015
 THE,10/03,0,0,0,1,0,2015
 Begin principal photography on MOSAIC,10/06,0,0,0,0,0,2015
 Songs,10/10,0,0,0,0,0,2015
 BRIDGE,10/18,0,0,0,1,0,2015
 STEVE,10/24,0,0,0,1,0,2015
 Submission,11/01,0,0,0,0,0,2015
 SPECTRE,11/07,0,0,0,1,0,2015
 AMY SCHUMER: LIVE AT THE APOLLO,11/17,0,0,0,1,0,2015
 AMY,11/17,0,0,0,1,0,2015
 I,11/18,0,0,0,1,0,2015
 DATELINE,11/20,0,0,0,1,0,2015
 THE,11/21,0,0,0,1,0,2015
 Unfaithful,11/22,0,0,0,0,0,2015
 BEASTS,11/24,0,0,0,1,0,2015
 ROOM,11/25,0,0,0,1,0,2015
 THE,11/26,0,0,0,1,0,2015
 JAMES,11/28,0,0,0,1,0,2015
 “Old Times”,11/29,0,0,0,0,1,2015
 Harold Pinter,11/29,0,0,0,0,0,2015
 GETTING ON,11/29,0,0,0,1,0,2015
 TRUTH,11/30,0,0,0,1,0,2015
 THE,12/01,0,0,0,1,0,2015
 SON,12/02,0,0,0,1,0,2015
 “A Confederacy of Dunces”,12/03,0,0,0,0,1,2015
 John Kennedy,12/03,0,0,0,0,0,2015
 DATELINE,12/04,0,0,0,1,0,2015
 BY THE SEA,12/04,0,0,0,1,0,2015
 HUNTING HITLER,12/04,0,0,0,1,0,2015
 PALE,12/05,0,0,0,1,0,2015
 Islam,12/06,0,0,0,0,0,2015
 U2: INNOCENCE+EXPERIEMCE,12/07,0,0,0,1,0,2015
 GETTING ON,12/07,0,0,0,1,0,2015
 THE,12/08,0,0,0,1,0,2015
 PROPHET’S,12/10,0,0,0,1,0,2015
 ANOMALISA,12/11,0,0,0,1,0,2015
 THE LAST PANTHERS (2),12/12,0,0,0,1,0,2015
 48 HRS MYSTERY,12/12,0,0,0,1,0,2015
 The Soul of the Marionette,12/12,0,0,0,0,0,2015
 John Gray,12/12,0,0,0,0,0,2015
 45,12/13,0,0,0,0,0,2015
 LISTEN,12/16,0,0,0,1,0,2015
 HUNTING HITLER,12/17,0,0,0,1,0,2015
 TRANSPARENT (5),12/17,0,0,0,1,0,2015
 MAKING A MURDERER (9),12/18,0,0,0,1,0,2015
 A,12/19,0,0,0,1,0,2015
 THE,12/20,0,0,0,1,0,2015
 TRANSPARENT (5),12/22,0,0,0,1,0,2015
 ALL THE PRESIDENT’S MEN,12/22,0,0,0,1,0,2015
 OUR,12/23,0,0,0,1,0,2015
 BLADE,12/24,0,0,0,1,0,2015
 DOUBLE,12/25,0,0,0,1,0,2015
 THE,12/26,0,0,0,1,0,2015
 Money:,12/27,0,0,0,0,0,2015
 HOUSE,12/28,0,0,0,1,0,2015
 AND THEN THERE WERE NONE,12/29,0,0,0,1,0,2015
 The Mark and the Void,12/29,0,0,0,0,0,2015
 Paul Murray,12/29,0,0,0,0,0,2015
 AND THEN THERE WERE NONE (2),12/30,0,0,0,1,0,2015
 “The Mousetrap”,12/31,0,0,0,0,1,2015
 Agatha Christie,12/31,0,0,0,0,0,2015
 DEAD OF NIGHT (’45),12/31,0,0,0,1,0,2015
 DATELINE01/16 FREEDOM FOR THE WOLF,01/15,0,0,0,1,0,2016
 THE TRAIN (’65),01/15,0,0,0,1,0,2016
 Beatlebone,01/17,0,0,0,0,0,2016
 Kevin Barry,01/17,0,0,0,0,0,2016
 LAST MAN HOME,01/17,0,0,0,1,0,2016
 MARJORIE PRIME,01/18,0,0,0,1,0,2016
 THE FACE OF ANOTHER,01/20,0,0,0,1,0,2016
 THE ELEPHANT MAN,01/20,0,0,0,1,0,2016
 THE SOCIAL NETWORK,01/22,0,0,0,1,0,2016
 DATELINE,01/22,0,0,0,1,0,2016
 Failure: Why Science Is So Successful,01/23,0,0,0,0,0,2016
 Stuart Firestein,01/23,0,0,0,0,0,2016
 US FIGURE SKATING CHAMPIONSHIPS (LADIES),01/23,0,0,0,1,0,2016
 48 HRS MYSTERY,01/23,0,0,0,1,0,2016
 THE LAST AMERICAN HERO,01/24,0,0,0,1,0,2016
 SAN PIETRO,01/26,0,0,0,1,0,2016
 LET THERE BE LIGHT,01/26,0,0,0,1,0,2016
 BILLIONS,01/27,0,0,0,1,0,2016
 25 Women: Essays on Their Art,01/29,0,0,0,0,0,2016
 Dave Hickey,01/29,0,0,0,0,0,2016
 MAD MAX: FURY ROAD,01/29,0,0,0,1,0,2016
 HORACE AND PETE’S,01/30,0,0,0,1,0,2016
 DATELINE,01/30,0,0,0,1,0,2016
 ONE FLEW OVER THE CUCKOO’S NEST,01/30,0,0,0,1,0,2016
 AROUND THE WORLD IN EIGHTY DAYS (’56),01/31,0,0,0,1,0,2016
 IN COLD BLOOD,01/31,0,0,0,1,0,2016
 BILLIONS,01/31,0,0,0,1,0,2016
 DATELINE,02/01,0,0,0,1,0,2016
 MADOFF (Pt. 1),02/03,0,0,0,0,0,2016
 MADOFF (Pt. 2),02/04,0,0,0,0,0,2016
 FIGHT CLUB,02/04,0,0,0,1,0,2016
 Black Box Thinking,02/07,0,0,0,0,0,2016
 Matthew Syed,02/07,0,0,0,0,0,2016
 BILLIONS,02/08,0,0,0,1,0,2016
 HORACE AND PETE,02/08,0,0,0,1,0,2016
 TRIUMPH ELECTION SPECIAL 2016,02/09,0,0,0,1,0,2016
 Giovanni’s Room,02/11,0,0,0,0,0,2016
 James Baldwin,02/11,0,0,0,0,0,2016
 DATELINE,02/12,0,0,0,1,0,2016
 ABSENCE OF MALICE,02/13,0,0,0,1,0,2016
 BILLIONS,02/14,0,0,0,1,0,2016
 BETTER CALL SAUL,02/15,0,0,0,1,0,2016
 STAR WARS: THE FORCE AWAKENS,02/27,0,0,0,1,0,2016
 BETTER CALL SAUL,02/27,0,0,0,1,0,2016
 GIRLS,02/27,0,0,0,1,0,2016
 BILLIONS,02/27,0,0,0,1,0,2016
 THE 88TH ANNUAL ACADEMY AWARDS,02/28,0,0,0,1,0,2016
 PEE WEE’S BIG HOLIDAY,03/05,0,0,0,1,0,2016
 It’s All Your Fault,03/06,0,0,0,0,0,2016
 Paul Rudnick,03/06,0,0,0,0,0,2016
 THE BROTHERS GRIMSBY,03/12,0,0,0,1,0,2016
 BETTER CALL SAUL,03/19,0,0,0,1,0,2016
 THE AMERICANS,03/19,0,0,0,1,0,2016
 48 HRS MYSTERY,03/19,0,0,0,1,0,2016
 BILLIONS,03/19,0,0,0,1,0,2016
 BILLIONS (2),03/20,0,0,0,1,0,2016
 GIRLS (2),03/20,0,0,0,1,0,2016
 GIRLS,03/21,0,0,0,1,0,2016
 BETTER CALL SAUL,03/21,0,0,0,1,0,2016
 VANITY FAIR CONFIDENTIAL,03/21,0,0,0,1,0,2016
 STEVE MCQUEEN: THE MAN &amp; LE MANS,03/22,0,0,0,0,0,2016
 “Hamilton”,03/23,0,0,0,0,1,2016
 Lin-Manuel Miranda,03/23,0,0,0,0,0,2016
 THE AMERICANS,03/23,0,0,0,1,0,2016
 48 HRS: HARD EVIDENCE,03/24,0,0,0,1,0,2016
 ALL THE PRESIDENT’S MEN,03/24,0,0,0,1,0,2016
 TOUCH OF EVIL,03/24,0,0,0,1,0,2016
 EVERYTHING IS COPY: NORA EPHRON,03/25,0,0,0,1,0,2016
 SCRIPTED AND UNSCRIPTED,03/25,0,0,0,1,0,2016
 HORACE AND PETE,03/25,0,0,0,1,0,2016
 THE BAD SLEEP WELL,03/25,0,0,0,1,0,2016
 THREE DAYS OF THE CONDOR,03/26,0,0,0,1,0,2016
 GRAND PRIX,03/26,0,0,0,1,0,2016
 The Lost Time Accidents,03/27,0,0,0,0,0,2016
 John Wray,03/27,0,0,0,0,0,2016
 Seven Brief Lessons in Physics,03/27,0,0,0,0,0,2016
 Carlo Rovelli,03/27,0,0,0,0,0,2016
 GIRLS,03/27,0,0,0,1,0,2016
 BILLIONS,03/27,0,0,0,1,0,2016
 BETTER CALL SAUL,03/28,0,0,0,1,0,2016
 THE AMERICANS,03/31,0,0,0,1,0,2016
 THE THOMAS CROWN AFFAIR (’68),04/01,0,0,0,1,0,2016
 DATELINE,04/01,0,0,0,1,0,2016
 THE MILL AND THE CROSS,04/03,0,0,0,1,0,2016
 BILLIONS,04/03,0,0,0,1,0,2016
 GIRLS,04/03,0,0,0,1,0,2016
 HAIL,04/04,0,0,0,1,0,2016
 CAESAR!,04/04,0,0,0,1,0,2016
 MILES AHEAD,04/05,0,0,0,1,0,2016
 BETTER CALL SAUL,04/05,0,0,0,1,0,2016
 IVAN’S CHILDHOOD,04/05,0,0,0,1,0,2016
 THE AMERICANS,04/06,0,0,0,1,0,2016
 HORACE AND PETE’S (2),04/07,0,0,0,1,0,2016
 DATELINE,04/08,0,0,0,1,0,2016
 “Histoire Suele” video completed,04/08,0,0,0,0,1,2016
 PANIC ROOM,04/09,0,0,0,1,0,2016
 The Road to Little Dribbling,04/10,0,0,0,0,0,2016
 Bill Bryson,04/10,0,0,0,0,0,2016
 GIRLS,04/11,0,0,0,1,0,2016
 BILLIONS,04/11,0,0,0,1,0,2016
 BETTER CALL SAUL,04/11,0,0,0,1,0,2016
 THE AMERICANS,04/13,0,0,0,1,0,2016
 HORACE AND PETE (2),04/16,0,0,0,1,0,2016
 48 HRS MYSTERY,04/16,0,0,0,1,0,2016
 LAST YEAR AT MARIENBAD,04/16,0,0,0,1,0,2016
 GIRLS (2),04/17,0,0,0,1,0,2016
 BETTER CALL SAUL,04/19,0,0,0,1,0,2016
 The Little Red Chairs,04/19,0,0,0,0,0,2016
 Edna O’Brien,04/19,0,0,0,0,0,2016
 The Killing of Osama bin Laden,04/23,0,0,0,0,0,2016
 Seymour Hersh,04/23,0,0,0,0,0,2016
 SILICON VALLEY,04/24,0,0,0,1,0,2016
 VEEP,04/24,0,0,0,1,0,2016
 ALL ABOUT EVE,04/25,0,0,0,1,0,2016
 THE AMERICANS,04/27,0,0,0,1,0,2016
 SUTURE,04/27,0,0,0,1,0,2016
 INSIDE AMY SCHUMER (2),04/29,0,0,0,1,0,2016
 THE SECRET,04/29,0,0,0,1,0,2016
 “Dry Powder”,04/31,0,0,0,0,1,2016
 Sarah Burgess,04/31,0,0,0,0,0,2016
 “Head of Passes”,05/01,0,0,0,0,1,2016
 Tarell Alvin McCraney,05/01,0,0,0,0,0,2016
 SILICON VALLEY,05/01,0,0,0,1,0,2016
 VEEP,05/01,0,0,0,1,0,2016
 Throwing Rocks at the Google Bus,05/02,0,0,0,0,0,2016
 Douglas Rushkoff,05/02,0,0,0,0,0,2016
 BEYOND THE WALLS (2),05/03,0,0,0,1,0,2016
 DATELINE ON TLC,05/03,0,0,0,1,0,2016
 WILLIAM KENTRIDGE 2013,05/04,0,0,1,1,0,2016
 THE AMERICANS,05/04,0,0,0,1,0,2016
 THE BIRTH OF A NATION,05/05,0,0,0,1,0,2016
 THE SECRET,05/06,0,0,0,1,0,2016
 INSIDE AMY SCHUMER,05/06,0,0,0,1,0,2016
 DATELINE,05/06,0,0,0,1,0,2016
 48 HRS MYSTERY,05/07,0,0,0,1,0,2016
 SIN CITY: A DAME TO KILL FOR,05/07,0,0,0,1,0,2016
 SILICON VALLEY,05/08,0,0,0,1,0,2016
 VEEP,05/08,0,0,0,1,0,2016
 VINYL (3),05/10,0,0,0,1,0,2016
 My Struggle: Book Five,05/11,0,0,0,0,0,2016
 Karl Ove Gnausgaard,05/11,0,0,0,0,0,2016
 VINYL (3),05/11,0,0,0,1,0,2016
 THE AMERICANS,05/11,0,0,0,1,0,2016
 VINYL (4),05/12,0,0,0,1,0,2016
 Orson Welles: Hello Americans,05/12,0,0,0,0,0,2016
 Simon Callow,05/12,0,0,0,0,0,2016
 INSIDE AMY SCHUMER,05/13,0,0,0,1,0,2016
 THE SECRET,05/13,0,0,0,1,0,2016
 SEXY BEAST,05/13,0,0,0,1,0,2016
 TOUCH OF EVIL,05/13,0,0,0,1,0,2016
 DATELINE,05/14,0,0,0,1,0,2016
 Orson Welles: One Man Band,05/14,0,0,0,0,0,2016
 Simon Callow,05/14,0,0,0,0,0,2016
 SILICON VALLEY,05/15,0,0,0,1,0,2016
 VEEP,05/15,0,0,0,1,0,2016
 THE IPCRESS FILE,05/16,0,0,0,1,0,2016
 MASTER OF NONE (2),05/16,0,0,0,1,0,2016
 THE AMERICANS,05/18,0,0,0,1,0,2016
 INSIDE AMY SCHUMER,05/19,0,0,0,1,0,2016
 THE TRIAL (’63),05/19,0,0,0,1,0,2016
 DATELINE,05/20,0,0,0,1,0,2016
 HEAT,05/21,0,0,0,1,0,2016
 SILICON VALLEY,05/22,0,0,0,1,0,2016
 VEEP,05/22,0,0,0,1,0,2016
 THE HOT ROCK,05/23,0,0,0,1,0,2016
 HORACE AND PETE,05/23,0,0,0,1,0,2016
 HORACE AND PETE,05/25,0,0,0,1,0,2016
 MATANGO,05/25,0,0,0,1,0,2016
 THE AMERICANS,05/25,0,0,0,1,0,2016
 HORACE AND PETE,05/26,0,0,0,1,0,2016
 LE MANS,05/26,0,0,0,1,0,2016
 INSIDE MAY SCHUMER,05/26,0,0,0,1,0,2016
 DATELINE,05/27,0,0,0,1,0,2016
 THE GIRL WITH THE DRAGON TATTOO,05/27,0,0,0,1,0,2016
 2nd Unit photography on LOGAN LUCKY,05/29,0,0,0,0,0,2016
 SILICON VALLEY,05/29,0,0,0,1,0,2016
 The Magic Christian,05/30,0,0,0,0,0,2016
 Terry Southern,05/30,0,0,0,0,0,2016
 VEEP,05/30,0,0,0,1,0,2016
 MASTER OF NONE (2),05/31,0,0,0,1,0,2016
 THE AMERICANS,06/01,0,0,0,1,0,2016
 DATELINE: SATURDAY NIGHT MYSTERY,06/04,0,0,0,1,0,2016
 INSIDE AMY SCHUMER,06/04,0,0,0,1,0,2016
 APPROACHING THE UNKNOWN,06/04,0,0,0,1,0,2016
 AMERICAN VISA,06/05,0,0,0,1,0,2016
 SILICON VALLEY,06/05,0,0,0,1,0,2016
 VEEP,06/05,0,0,0,1,0,2016
 Stanley Kubrick and Me,06/06,0,0,0,0,0,2016
 Emilio D’Alessandro with Fillipo Ulivieri,06/06,0,0,0,0,0,2016
 “Two Men Arrive In A Village”,06/06,0,0,0,0,1,2016
 Zadie Smith,06/06,0,0,0,0,0,2016
 “The Polish Rider”,06/06,0,0,0,0,1,2016
 Ben Lerner,06/06,0,0,0,0,0,2016
 “Seven People Dancing”,06/06,0,0,0,0,1,2016
 Langston Hughes,06/06,0,0,0,0,0,2016
 “Maybe It Was The Distance”,06/06,0,0,0,0,1,2016
 Jonathan Safran Foer,06/06,0,0,0,0,0,2016
 ZONA SUR,06/09,0,0,0,1,0,2016
 DATELINE,06/10,0,0,0,1,0,2016
 DATELINE ON OWN,06/10,0,0,0,1,0,2016
 INSIDE AMY SCHUMER,06/11,0,0,0,1,0,2016
 THE AMERICANS,06/11,0,0,0,1,0,2016
 O.J.: MADE IN AMERICA,06/11,0,0,0,1,0,2016
 SILICON VALLEY,06/12,0,0,0,1,0,2016
 VEEP,06/12,0,0,0,1,0,2016
 O.J.: MADE IN AMERICA (2),06/14,0,0,0,1,0,2016
 OJ: MADE IN AMERICA,06/15,0,0,0,1,0,2016
 FUNERAL IN BERLIN,06/16,0,0,0,1,0,2016
 “Hadestown”,06/16,0,0,0,0,1,2016
 Anais Mitchell,06/16,0,0,0,0,0,2016
 OJ: MADE IN AMERICA,06/16,0,0,0,1,0,2016
 INSIDE AMY SCHUMER,06/17,0,0,0,1,0,2016
 10 CLOVERFIELD LANE,06/17,0,0,0,1,0,2016
 SEVEN,06/18,0,0,0,1,0,2016
 The View From the Cheap Seats,06/19,0,0,0,0,0,2016
 Neil Gaiman,06/19,0,0,0,0,0,2016
 SILICON VALLEY,06/19,0,0,0,1,0,2016
 VEEP,06/19,0,0,0,1,0,2016
 FASTBALL,06/20,0,0,0,1,0,2016
 APOCALYPSE NOW,06/21,0,0,0,1,0,2016
 THE GAME,06/23,0,0,0,1,0,2016
 MIDNIGHT SPECIAL,06/25,0,0,0,1,0,2016
 KLUTE,06/27,0,0,0,1,0,2016
 CLOSE ENCOUNTERS OF THE THIRD KIND,06/28,0,0,0,1,0,2016
 Room Service,06/30,0,0,0,0,0,2016
 Frank Moorhouse,06/30,0,0,0,0,0,2016
 “A Voice in the Night”,06/30,0,0,0,0,1,2016
 William Hope Hodgson,06/30,0,0,0,0,0,2016
 DATELINE,07/01,0,0,0,1,0,2016
 DECEIT AT FIRST SIGHT,07/02,0,0,0,1,0,2016
 THE KETTERING INCIDENT,07/05,0,0,0,1,0,2016
 “Warhol Capote Strange Dents”,07/07,0,0,0,0,1,2016
 Rob Roth,07/07,0,0,0,0,0,2016
 MINDHUNTER (2),07/08,0,0,0,1,0,2016
 CHILDREN OF MEN,07/08,0,0,0,1,0,2016
 GUIDED BY VOICES @ SOUTH STREET SEAPORT,07/09,0,0,0,1,0,2016
 CAPRICORN ONE,07/09,0,0,0,1,0,2016
 MR. ROBOT,07/10,0,0,0,1,0,2016
 JUGGERNAUT,07/12,0,0,0,1,0,2016
 MR. ROBOT,07/13,0,0,0,1,0,2016
 BAD DAY AT BLACK ROCK,07/13,0,0,0,1,0,2016
 ZERO DAYS,07/15,0,0,0,1,0,2016
 ID: TOMMY ZIEGLER,07/16,0,0,0,1,0,2016
 GREEN ROOM,07/16,0,0,0,1,0,2016
 THE PAPER CHASE,07/16,0,0,0,1,0,2016
 ALL THE PRESIDENT’S MEN,07/17,0,0,0,1,0,2016
 SINGANI 63 @ TALES OF THE COCKTAIL,07/21,0,0,0,1,0,2016
 Zero K,07/24,0,0,0,0,0,2016
 Don Delillo,07/24,0,0,0,0,0,2016
 MR. ROBOT,07/24,0,0,0,1,0,2016
 MR. ROBOT,07/30,0,0,0,1,0,2016
 THE THIRD MAN,07/30,0,0,0,1,0,2016
 The Portable Veblen,07/31,0,0,0,0,0,2016
 Elizabeth McKenzie,07/31,0,0,0,0,0,2016
