Content,Dates,Bold,Italic,Short,AllCaps,Quoted,Year
 JAWS,01/30,0,0,0,1,0,2020
 CURB YOUR ENTHUSIASM,01/31,0,0,0,1,0,2020
 HONEYLAND,01/31,0,0,0,1,0,2020
 SWEET SMELL OF SUCCESS,01/31,0,0,0,1,0,2020
 OUR MAN IN HAVANA,02/01,0,0,0,1,0,2020
 SUPER BOWL LIV,02/02,0,0,0,1,0,2020
 BELOW DECK,02/03,0,0,0,1,0,2020
 FUGITIVE CEO: THE CARLOS GHOSN STORY,02/03,0,0,0,1,0,2020
 MCMILLIONS,02/03,0,0,0,1,0,2020
 Family Lexicon,02/04,0,0,0,0,0,2020
 Natalia Ginzburg,02/04,0,0,0,0,0,2020
 TOM PAPA: YOU’RE DOING GREAT,02/04,0,0,0,1,0,2020
 BELOW DECK: SAILING YACHT,02/04,0,0,0,1,0,2020
 GOLDFINGER,02/04,0,0,0,1,0,2020
 The Big Goodbye,02/07,0,0,0,0,0,2020
 Sam Wasson,02/07,0,0,0,0,0,2020
 Breakfast at Tiffany’s,02/08,0,0,0,0,0,2020
 “House of Flowers”,02/08,0,0,0,0,1,2020
 “A Diamond Guitar”,02/08,0,0,0,0,1,2020
 “A Christmas Memory”,02/08,0,0,0,0,1,2020
 Truman Capote,02/08,0,0,0,0,0,2020
 THE HOTEL INSPECTOR,02/08,0,0,0,1,0,2020
 AWKWAFINA IS NORA FROM QUEENS,02/08,0,0,0,1,0,2020
 SEPARATE TABLES,02/08,0,0,0,1,0,2020
 BREAKFAST AT TIFFANY’S,02/09,0,0,0,1,0,2020
 THE HOTEL INSPECTOR,02/09,0,0,0,1,0,2020
 THE HAUNTING (’63),02/09,0,0,0,1,0,2020
 BELOW DECK SAILING YACHT,02/10,0,0,0,1,0,2020
 MCMILLIONS,02/10,0,0,0,1,0,2020
 THE PHARMACIST (4),02/11,0,0,0,1,0,2020
 SEBASTIAN MANISCALCO: STAY HUNGRY,02/12,0,0,0,1,0,2020
 THE HOTEL INSPECTOR,02/12,0,0,0,1,0,2020
 FRENZY,02/12,0,0,0,1,0,2020
 AWKWAFINA IS NORA FROM QUEENS,02/12,0,0,0,1,0,2020
 THE MALTESE FALCON,02/12,0,0,0,1,0,2020
 THE SLENDER THREAD,02/13,0,0,0,1,0,2020
 THE VERDICT,02/14,0,0,0,1,0,2020
 DATELINE,02/14,0,0,0,1,0,2020
 FORMULA 1: DRIVE TO SURVIVE (2),02/15,0,0,0,1,0,2020
 THE BAD SLEEP WELL,02/15,0,0,0,1,0,2020
 THE INNOCENTS (’61),02/15,0,0,0,1,0,2020
 Weather,02/15,0,0,0,0,0,2020
 Jenny Offills,02/15,0,0,0,0,0,2020
 Dept. of Speculation,02/16,0,0,0,0,0,2020
 Jenny Offills,02/16,0,0,0,0,0,2020
 Boys and Sex,02/19,0,0,0,0,0,2020
 Peggy Orenstein,02/19,0,0,0,0,0,2020
 CURB YOUR ENTHUSIASM,02/19,0,0,0,1,0,2020
 MCMILLIONS,02/19,0,0,0,1,0,2020
 BELOW DECK SAILING YACHT,02/20,0,0,0,1,0,2020
 AWKWAFINA IS NORA FROM QUEENS,02/21,0,0,0,1,0,2020
 An Unquiet Mind,02/22,0,0,0,0,0,2020
 Kay Redfield Jamison,02/22,0,0,0,0,0,2020
 FORMULA 1: DRIVE TO SURVIVE (2),02/22,0,0,0,1,0,2020
 MAGNET OF DOOM,02/22,0,0,0,1,0,2020
 WILDER V FURY II,02/22,0,0,0,1,0,2020
 WITNESS FOR THE PROSECUTION,02/22,0,0,0,1,0,2020
 FORMULA 1: DRIVE TO SURVIVE (4),02/23,0,0,0,1,0,2020
 CURB YOUR ENTHUSIASM,02/23,0,0,0,1,0,2020
 BETTER CALL SAUL,02/23,0,0,0,1,0,2020
 BELOW DECK SAILING YACHT,02/24,0,0,0,1,0,2020
 MCMILLIONS,02/24,0,0,0,1,0,2020
 BETTER CALL SAUL,02/25,0,0,0,1,0,2020
 A MOUTHFUL OF AIR,02/25,0,0,0,1,0,2020
 “Kid Positive”,02/27,0,0,0,0,1,2020
 Adam Levin,02/27,0,0,0,0,0,2020
 KING CREOLE,02/28,0,0,0,1,0,2020
 FORMULA 1: DRIVE TO SURVIVE (6),02/28,0,0,0,1,0,2020
 SHAMPOO,02/29,0,0,0,1,0,2020
 FORMULA 1: DRIVE TO SURVIVE (4),02/29,0,0,0,1,0,2020
 TOOTSIE,02/29,0,0,0,1,0,2020
 I’M YOUR WOMAN,03/01,0,0,0,1,0,2020
 CURB YOUR ENTHUSIASM,03/01,0,0,0,1,0,2020
 Sometimes Brilliant,03/02,0,0,0,0,0,2020
 Larry Brilliant,03/02,0,0,0,0,0,2020
 BETTER CALL SAUL,03/06,0,0,0,1,0,2020
 MCMILLIONS,03/06,0,0,0,1,0,2020
 DEVS (2),03/06,0,0,0,1,0,2020
 The Jetsetters,03/07,0,0,0,0,0,2020
 Amanda Eyre Ward,03/07,0,0,0,0,0,2020
 AWKWFINA IS NORA FROM QUEENS,03/07,0,0,0,1,0,2020
 BELOW DECK SAILING YACHT,03/07,0,0,0,1,0,2020
 PLAYTIME,03/08,0,0,0,1,0,2020
 THE VANDAL,03/09,0,0,1,1,0,2020
 CURB YOUR ENTHUSIASM,03/09,0,0,0,1,0,2020
 SLOW BURN,03/09,0,0,0,1,0,2020
 AWKWAFINA IS NORA FROM QUEENS,03/11,0,0,0,1,0,2020
 BELOW DECK SAILING YACHT,03/11,0,0,0,1,0,2020
 MCMILLIONS,03/11,0,0,0,1,0,2020
 Slow Horses,03/11,0,0,0,0,0,2020
 Mick Herron,03/11,0,0,0,0,0,2020
 AWKWAFINA IS NORA FROM QUEENS,03/12,0,0,0,1,0,2020
 DEVS,03/12,0,0,0,1,0,2020
 CICADA 3301: AN INTERNET MYSTERY,03/13,0,0,0,1,0,2020
 AMERICAN GREED,03/13,0,0,0,1,0,2020
 COLOR OUT OF SPACE,03/14,0,0,0,1,0,2020
 THE HUNT FOR RED OCTOBER,03/14,0,0,0,1,0,2020
 CITIZEN KANE,03/15,0,0,0,1,0,2020
 DIRTY MONEY: THE MAN AT THE TOP. CURB YOUR ENTHUSIASM,03/15,0,0,0,1,0,2020
 THE LIST OF ADRIAN MESSENGER,03/16,0,0,0,1,0,2020
 BELOW DECK SAILING YACHT,03/16,0,0,0,1,0,2020
 DIRTY MONEY: DIRTY GOLD,03/16,0,0,0,1,0,2020
 The Velvet Rope Economy,03/16,0,0,0,0,0,2020
 Nelson D. Schwartz,03/16,0,0,0,0,0,2020
 BERT KREISCHER: HEY BIG BOY,03/17,0,0,0,1,0,2020
 GOODFELLAS,03/18,0,0,0,1,0,2020
 BILL AND TED FACE THE MUSIC,03/19,0,0,0,1,0,2020
 AWKWAFINA IS NORA FROM QUEENS,03/19,0,0,0,1,0,2020
 DEVS,03/19,0,0,0,1,0,2020
 THE QUEEN’S GAMBIT (2),03/20,0,0,0,1,0,2020
 TIGER KING: MURDER,03/21,0,0,0,1,0,2020
 MAYHEM,03/21,0,0,0,1,0,2020
 AND MADNESS,03/21,0,0,0,1,0,2020
 The Mirror and the Light,03/21,0,0,0,0,0,2020
 Hilary Mantel,03/21,0,0,0,0,0,2020
 MANK,03/21,0,0,0,1,0,2020
 TOUCH OF EVIL (Theatrical),03/22,0,0,0,0,0,2020
 TIGER KING: MURDER,03/22,0,0,0,1,0,2020
 MAYHEM,03/22,0,0,0,1,0,2020
 AND MADNESS,03/22,0,0,0,1,0,2020
 CURB YOUR ENTHUSIASM,03/22,0,0,0,1,0,2020
 My Dark Vanessa,03/22,0,0,0,0,0,2020
 Kate Elizabeth Russell,03/22,0,0,0,0,0,2020
 MANK,03/23,0,0,0,1,0,2020
 IT ALWAYS RAINS ON SUNDAY,03/23,0,0,0,1,0,2020
 BELOW DECK SAILING YACHT,03/23,0,0,0,1,0,2020
 TOM SEGURA: BALL HOG,03/24,0,0,0,1,0,2020
 BETTER CALL SAUL,03/24,0,0,0,1,0,2020
 48 HOURS,03/25,0,0,0,1,0,2020
 VON RYAN’S EXPRESS,03/25,0,0,0,1,0,2020
 TIGER KING: MURDER,03/25,0,0,0,1,0,2020
 MAYHEM,03/25,0,0,0,1,0,2020
 AND MADNESS,03/25,0,0,0,1,0,2020
 NORA IS AWKWAFINA FROM QUEENS,03/25,0,0,0,1,0,2020
 HEAVEN’S GATE: THE BUTCHER’S CUT REDUX,03/26,0,0,0,1,0,2020
 TIGER KING: MURDER,03/26,0,0,0,1,0,2020
 MAYHEM,03/26,0,0,0,1,0,2020
 AND MADNESS (2),03/26,0,0,0,1,0,2020
 DEVS,03/26,0,0,0,1,0,2020
 TIGER KING: MURDER,03/27,0,0,0,1,0,2020
 MAYHEM,03/27,0,0,0,1,0,2020
 AND MADNESS (2),03/27,0,0,0,1,0,2020
 The Splendid and the Vile,03/28,0,0,0,0,0,2020
 Erik Larson,03/28,0,0,0,0,0,2020
 AN OFFICER AND A SPY,03/28,0,0,0,1,0,2020
 DISTANT VOICES,03/29,0,0,0,1,0,2020
 STILL LIVES,03/29,0,0,0,1,0,2020
 A LETTER TO THREE WIVES,03/29,0,0,0,1,0,2020
 THE FALLEN IDOL,03/29,0,0,0,1,0,2020
 Actress,03/30,0,0,0,0,0,2020
 Anne Enright,03/30,0,0,0,0,0,2020
 BELOW DECK SAILING YACHT,03/30,0,0,0,1,0,2020
 ESCAPE FROM THE PLANET OF THE APES,03/31,0,0,0,1,0,2020
 THE THICK OF IT (3),03/31,0,0,0,1,0,2020
 THE HUNGER,04/01,0,0,0,1,0,2020
 THE THICK OF IT (2),04/01,0,0,0,1,0,2020
 DEVS,04/02,0,0,0,1,0,2020
 A DANDY IN ASPIC,04/02,0,0,0,1,0,2020
 IF….,04/02,0,0,0,1,0,2020
 48 HRS,04/03,0,0,0,1,0,2020
 THE QUEEN’S GAMBIT (2),04/03,0,0,0,1,0,2020
 LOUIS C.K.: SINCERELY,04/04,0,0,0,1,0,2020
 THE QUEEN’S GAMBIT (2),04/04,0,0,0,1,0,2020
 NETWORK,04/04,0,0,0,1,0,2020
 THE QUEEN’S GAMBIT,04/05,0,0,0,1,0,2020
 THE BITTER TEARS OF PETRA VON KANT,04/06,0,0,0,1,0,2020
 THE DRAUGHTSMAN’S CONTRACT,04/06,0,0,0,1,0,2020
 BELOW DECK SAILING YACHT,04/06,0,0,0,1,0,2020
 THE PANIC IN NEEDLE PARK,04/07,0,0,0,1,0,2020
 BETTER CALL SAUL,04/07,0,0,0,1,0,2020
 CITIZEN K,04/07,0,0,0,1,0,2020
 THE LONG VOYAGE HOME,04/07,0,0,0,1,0,2020
 THE COUNTESS AND THE RUSSIAN BILLIONAIRE,04/08,0,0,0,1,0,2020
 REAL CRIME: SUPERMARKET HEIST,04/08,0,0,0,1,0,2020
 TWIN,04/08,0,0,0,1,0,2020
 DEVS,04/09,0,0,0,1,0,2020
 LONG DAY’S JOURNEY INTO NIGHT (’19),04/09,0,0,0,1,0,2020
 THE SACRIFICE,04/09,0,0,0,1,0,2020
 ACCIDENT,04/09,0,0,0,1,0,2020
 NOTES ON THE MAKING OF BERLIN ALEXANDERPLATZ,04/10,0,0,0,1,0,2020
 BERLIN ALEXANDERPLATZ: A MEGAMOVIE AND ITS STORY,04/10,0,0,0,1,0,2020
 BERLIN ALEXANDERPLATZ,04/10,0,0,0,1,0,2020
 88 THOUSAND SUSPECTS,04/10,0,0,0,1,0,2020
 A DOUBLE TOUR,04/10,0,0,0,1,0,2020
 THE SPOOK WHO SAT BY THE DOOR,04/11,0,0,0,1,0,2020
 “Fleabag”,04/11,0,0,0,0,1,2020
 Phoebe Waller-Bridge,04/11,0,0,0,0,0,2020
 IT FELT LIKE LOVE,04/12,0,0,0,1,0,2020
 THREE WIVES ONE HUSBAND,04/12,0,0,0,1,0,2020
 RUN,04/12,0,0,0,1,0,2020
 QUIZ,04/13,0,0,0,1,0,2020
 BELOW DECK SAILING YACHT,04/13,0,0,0,1,0,2020
 QUIZ,04/14,0,0,0,1,0,2020
 BETTER CALL SAUL,04/14,0,0,0,1,0,2020
 QUIZ,04/15,0,0,0,1,0,2020
 THE MAN WHO NEVER WAS,04/15,0,0,0,1,0,2020
 ONE SINGS,04/16,0,0,0,1,0,2020
 THE OTHER DOESN’T,04/16,0,0,0,1,0,2020
 DEVS,04/16,0,0,0,1,0,2020
 CHRIS D’ELIA: NO PAIN,04/16,0,0,0,1,0,2020
 MRS. AMERICA (3),04/16,0,0,0,1,0,2020
 LAURA,04/17,0,0,0,1,0,2020
 DATELINE,04/17,0,0,0,1,0,2020
 BERLIN ALEXANDERPLATZ,04/18,0,0,0,1,0,2020
 HOME (2),04/18,0,0,0,1,0,2020
 GOOD MORNING,04/18,0,0,0,1,0,2020
 MIDNIGHT,04/18,0,0,0,1,0,2020
 CALL MY AGENT,04/18,0,0,0,1,0,2020
 48 HOURS,04/18,0,0,0,1,0,2020
 NIGHT AND THE CITY (’50),04/19,0,0,0,1,0,2020
 BERLIN ALEXANDERPLATZ (2),04/19,0,0,0,1,0,2020
 CALL MY AGENT (2),04/19,0,0,0,1,0,2020
 WINTER KILLS,04/19,0,0,0,1,0,2020
 CALL MY AGENT (3),04/20,0,0,0,1,0,2020
 CALL MY AGENT (3),04/21,0,0,0,1,0,2020
 BETTER CALL SAUL,04/21,0,0,0,1,0,2020
 CALL MY AGENT (2),04/22,0,0,0,1,0,2020
 BERLIN ALEXANDERPLATZ,04/22,0,0,0,1,0,2020
 BERLIN ALEXANDERPLATZ,04/23,0,0,0,1,0,2020
 CALL MY AGENT,04/23,0,0,0,1,0,2020
 THE LAST DANCE,04/23,0,0,0,1,0,2020
 CALL MY AGENT,04/24,0,0,0,1,0,2020
 BERLIN ALEXANDERPLATZ,04/24,0,0,0,1,0,2020
 THE LAST DANCE,04/24,0,0,0,1,0,2020
 CALL MY AGENT (2),04/25,0,0,0,1,0,2020
 SAINT JACK,04/25,0,0,0,1,0,2020
 BERLIN ALEXANDERPLATZ,04/26,0,0,0,1,0,2020
 THE BEASTIE BOYS STORY,04/26,0,0,0,1,0,2020
 THE LAST DANCE (2),04/27,0,0,0,1,0,2020
 HOME,04/27,0,0,0,1,0,2020
 Breasts and Eggs,04/28,0,0,0,0,0,2020
 Mieko Kawakami,04/28,0,0,0,0,0,2020
 HIDDEN AGENDA,04/28,0,0,0,1,0,2020
 BERLIN ALEXANDERPLATZ,04/29,0,0,0,1,0,2020
 THE ASSISTANT,04/29,0,0,0,1,0,2020
 DAVE,04/29,0,0,0,1,0,2020
 BERLIN ALEXANDERPLATZ,04/30,0,0,0,1,0,2020
 DAVE (2),04/30,0,0,0,1,0,2020
 CARLOS PART ONE,04/30,0,0,0,1,0,2020
 AFTER LIFE (2),04/30,0,0,0,1,0,2020
 AFTER LIFE (2),05/01,0,0,0,1,0,2020
 FOREIGN CORRESPONDENT,05/01,0,0,0,1,0,2020
 DAVE,05/01,0,0,0,1,0,2020
 BERLIN ALEXANDERPLATZ (2),05/02,0,0,0,1,0,2020
 AFTER LIFE (2),05/02,0,0,0,1,0,2020
 MANK,05/02,0,0,0,1,0,2020
 ELECTION,05/02,0,0,0,1,0,2020
 DAVE,05/03,0,0,0,1,0,2020
 BERLIN ALEXANDERPLATZ,05/03,0,0,0,1,0,2020
 THE LAST DANCE (2),05/04,0,0,0,1,0,2020
 Forty-One False Starts,05/05,0,0,0,0,0,2020
 Janet Malcolm,05/05,0,0,0,0,0,2020
 JERRY SEINFELD: 23 HOURS TO KILL,05/05,0,0,0,1,0,2020
 DAVE,05/05,0,0,0,1,0,2020
 CARLOS PART TWO,05/05,0,0,0,1,0,2020
 DAVE,05/06,0,0,0,1,0,2020
 THE LODGE,05/06,0,0,0,1,0,2020
 DAVE,05/07,0,0,0,1,0,2020
 GREED (’19),05/07,0,0,0,1,0,2020
 If I Had Your Face,05/07,0,0,0,0,0,2020
 Frances Cha,05/07,0,0,0,0,0,2020
 DAVE,05/08,0,0,0,1,0,2020
 INCITEMENT,05/08,0,0,0,1,0,2020
 ACE IN THE HOLE,05/09,0,0,0,1,0,2020
 DATELINE,05/09,0,0,0,1,0,2020
 Nobody’s Looking at You,05/10,0,0,0,0,0,2020
 Janet Malcolm,05/10,0,0,0,0,0,2020
 THE AGE OF INNOCENCE,05/10,0,0,0,1,0,2020
 THE LAST DANCE (2),05/10,0,0,0,1,0,2020
 UNFORGIVEN,05/11,0,0,0,1,0,2020
 NEWGRANGE: IRELAND’S ANCIENT MYSTERY,05/12,0,0,0,1,0,2020
 The Sword and the Shield,05/13,0,0,0,0,0,2020
 Peniel E. Joseph,05/13,0,0,0,0,0,2020
 STAR TREK: THE MOTION PICTURE,05/13,0,0,0,1,0,2020
 GET CARTER (’71),05/14,0,0,0,1,0,2020
 REFLECTIONS IN A GOLDEN EYE,05/14,0,0,0,1,0,2020
 WINGS (’66),05/15,0,0,0,1,0,2020
 HOUSE OF BAMBOO,05/15,0,0,0,1,0,2020
 GORILLA AT LARGE,05/15,0,0,0,1,0,2020
 DATELINE,05/15,0,0,0,1,0,2020
 THE GHOST OF PETER SELLERS,05/16,0,0,0,1,0,2020
 THE HARDER THEY FALL,05/17,0,0,0,1,0,2020
 CHARLIE BROOKER’S ANTIVIRAL WIPE,05/17,0,0,0,1,0,2020
 THE LAST DANCE (2),05/17,0,0,0,1,0,2020
 BREWSTER MCCLOUD,05/17,0,0,0,1,0,2020
 CAPE FEAR (’62),05/18,0,0,0,1,0,2020
 MRS. AMERICA (3),05/19,0,0,0,1,0,2020
 Here We Are: My Friendship with Philip Roth,05/19,0,0,0,0,0,2020
 Benjamin Taylor,05/19,0,0,0,0,0,2020
 THE VAST OF NIGHT,05/19,0,0,0,1,0,2020
 PATTON OSWALT: I LOVE EVERYTHING,05/19,0,0,0,1,0,2020
 FIRE (POZAR),05/20,0,0,1,1,0,2020
 THE CHINA HUSTLE,05/20,0,0,0,1,0,2020
 MRS. AMERICA (3),05/21,0,0,0,1,0,2020
 Kim Jiyoung,05/21,0,0,0,0,0,2020
 Born 1982,05/21,0,0,0,0,0,2020
 Cho Nam-Joo,05/21,0,0,0,0,0,2020
 EXTRACTION,05/21,0,0,0,1,0,2020
 BAD EDUCATION (’20),05/22,0,0,0,1,0,2020
 AKA JANE ROE,05/22,0,0,0,1,0,2020
 MRS. AMERICA (2),05/23,0,0,0,1,0,2020
 INVESTIGATION OF A CITIZEN ABOVE SUSPICION,05/23,0,0,0,1,0,2020
 THE PAINTER AND THE THIEF,05/23,0,0,0,1,0,2020
 CORNERED,05/24,0,0,0,1,0,2020
 Then the Fish Swallowed Him,05/24,0,0,0,0,0,2020
 Amir Ahmadi Arian,05/24,0,0,0,0,0,2020
 HANG UPS (2),05/24,0,0,0,1,0,2020
 THE STAR (’52),05/24,0,0,0,1,0,2020
 LANCE PART ONE,05/24,0,0,0,1,0,2020
 DAISY MILLER,05/25,0,0,0,1,0,2020
 HANG UPS (2),05/25,0,0,0,1,0,2020
 THE OSCAR,05/25,0,0,0,1,0,2020
 HANG UPS (2),05/26,0,0,0,1,0,2020
 INTERPOL CALLING,05/26,0,0,0,1,0,2020
 EPISODES,05/26,0,0,0,1,0,2020
 EPISODES,05/27,0,0,0,1,0,2020
 JEFFREY EPSTEIN: FILTHY RICH (4),05/27,0,0,0,1,0,2020
 I’M ALL RIGHT,05/27,0,0,0,1,0,2020
 JACK,05/27,0,0,0,1,0,2020
 EPISODES (3),05/28,0,0,0,1,0,2020
 The Motion of the Body Through Space,05/29,0,0,0,0,0,2020
 Lionel Shriver,05/29,0,0,0,0,0,2020
 EPISODES (2),05/29,0,0,0,1,0,2020
 HANNAH GADSBY: DOUGLAS,05/29,0,0,0,1,0,2020
 DATELINE,05/29,0,0,0,1,0,2020
 EPISODES (4),05/30,0,0,0,1,0,2020
 THE RED SHOES,05/30,0,0,0,1,0,2020
 Bouton: The Life of a Baseball Original,05/30,0,0,0,0,0,2020
 Mitchell Nathanson,05/30,0,0,0,0,0,2020
 The Hot Hand: The Mystery and Science of Sports,05/31,0,0,0,0,0,2020
 Ben Cohen,05/31,0,0,0,0,0,2020
 EPISODES (3),05/31,0,0,0,1,0,2020
 LANCE PART TWO,05/31,0,0,0,1,0,2020
 RICK AND MORTY (2),06/01,0,0,0,1,0,2020
 EPISODES (3),06/01,0,0,0,1,0,2020
 RICK AND MORTY (2),06/02,0,0,0,1,0,2020
 BELOW DECK,06/02,0,0,0,1,0,2020
 EPISODES (2),06/02,0,0,0,1,0,2020
 RICK AND MORTY (2),06/03,0,0,0,1,0,2020
 EPISODES (4),06/03,0,0,0,1,0,2020
 MR. KNEFF,06/04,0,0,0,1,0,2020
 EPISODES (2),06/04,0,0,0,1,0,2020
 LAUREL CANYON,06/05,0,0,0,1,0,2020
 EPISODES (4),06/05,0,0,0,1,0,2020
 ,06/05,0,0,0,0,0,2020
 MRS. AMERICA (3),06/06,0,0,0,1,0,2020
 THIS COUNTRY (2),06/06,0,0,0,1,0,2020
 EPISODES (2),06/06,0,0,0,1,0,2020
 ESCAPE FROM ALCATRAZ,06/06,0,0,0,1,0,2020
 EPISODES (4),06/07,0,0,0,1,0,2020
 OUT OF THE PAST,06/07,0,0,0,1,0,2020
 MAD MAX,06/07,0,0,0,1,0,2020
 BELOW DECK,06/08,0,0,0,1,0,2020
 EPISODES (2),06/08,0,0,0,1,0,2020
 THIS COUNTRY,06/09,0,0,0,1,0,2020
 I MAY DESTROY YOU,06/09,0,0,0,1,0,2020
 YOUNG MAN WITH A HORN,06/09,0,0,0,1,0,2020
 BE WATER,06/10,0,0,0,1,0,2020
 DA 5 BLOODS,06/12,0,0,0,1,0,2020
 THIS COUNTRY,06/12,0,0,0,1,0,2020
 DUCK SOUP,06/12,0,0,0,1,0,2020
 ON THE RECORD,06/13,0,0,0,1,0,2020
 HARDCORE,06/13,0,0,0,1,0,2020
 THE SALIBURY POISONINGS,06/14,0,0,0,1,0,2020
 THE DEVIL WITHIN HER,06/14,0,0,0,1,0,2020
 RICK AND MORTY (2),06/15,0,0,0,1,0,2020
 I MAY DESTROY YOU,06/15,0,0,0,1,0,2020
 THE SALISBURY POISONINGS,06/15,0,0,0,1,0,2020
 BELOW DECK,06/15,0,0,0,1,0,2020
 THE SALISBURY POISONINGS,06/16,0,0,0,1,0,2020
 MURDER IN THE OUTBACK (3),06/16,0,0,0,1,0,2020
 MURDER IN THE OUTBACK,06/17,0,0,0,1,0,2020
 CARNAL KNOWLEDGE,06/18,0,0,0,1,0,2020
 THIS WAY UP (2),06/19,0,0,0,1,0,2020
 YOU SHOULD HAVE LEFT,06/19,0,0,0,1,0,2020
 A MESSAGE FROM THE FIRST LADY,06/19,0,0,0,1,0,2020
 PUSHOVER,06/20,0,0,0,1,0,2020
 THE WICKER MAN (’75),06/20,0,0,0,1,0,2020
 Exciting Times,06/21,0,0,0,0,0,2020
 Naoise Dolan,06/21,0,0,0,0,0,2020
 STAGED,06/21,0,0,0,1,0,2020
 7500,06/21,0,0,0,0,0,2020
 I MAY DESTROY YOU,06/22,0,0,0,1,0,2020
 STAGED (2),06/22,0,0,0,1,0,2020
 BELOW DECK,06/22,0,0,0,1,0,2020
 DATELINE,06/22,0,0,0,1,0,2020
 STAGED (2),06/23,0,0,0,1,0,2020
 IN A LONELY PLACE,06/23,0,0,0,1,0,2020
 ATHLETE A,06/24,0,0,0,1,0,2020
 GAMEFACE (2),06/25,0,0,0,1,0,2020
 Made Men: The Story of GoodFellas,06/26,0,0,0,0,0,2020
 Glenn Kenny,06/26,0,0,0,0,0,2020
 THE OMEN (’76),06/26,0,0,0,1,0,2020
 PANIC ROOM,06/26,0,0,0,1,0,2020
 JAZZ ON A SUMMER’S DAY,06/27,0,0,0,1,0,2020
 DOUBLE INDEMNITY,06/27,0,0,0,1,0,2020
 A Burning,06/28,0,0,0,0,0,2020
 Megda Majumdar,06/28,0,0,0,0,0,2020
 THE DAMNED (’61),06/28,0,0,0,1,0,2020
 GAMEFACE,06/28,0,0,0,1,0,2020
 I’LL BE GONE IN THE DARK,06/29,0,0,0,1,0,2020
 BELOW DECK,06/29,0,0,0,1,0,2020
 SWEET CHARITY,06/30,0,0,0,1,0,2020
 THE BUREAU (2),07/01,0,0,0,1,0,2020
 I MAY DESTROY YOU,07/02,0,0,0,1,0,2020
 THE BUREAU (3),07/02,0,0,0,1,0,2020
 THE TRUTH,07/03,0,0,0,1,0,2020
 Friends and Strangers,07/04,0,0,0,0,0,2020
 J. Courtney Sullivan,07/04,0,0,0,0,0,2020
 UNSOLVED MYSTERIES (2),07/04,0,0,0,1,0,2020
 LIBEL,07/04,0,0,0,1,0,2020
 What’s Left of Me Is Yours,07/05,0,0,0,0,0,2020
 Stephanie Scott,07/05,0,0,0,0,0,2020
 UNSOLVED MYSTERIES (2),07/05,0,0,0,1,0,2020
 I’LL BE GONE IN THE DARK,07/05,0,0,0,1,0,2020
 BELOW DECK,07/06,0,0,0,1,0,2020
 UNSOLVED MYSTERIES (2),07/07,0,0,0,1,0,2020
 THE LOST BOYS,07/10,0,0,0,1,0,2020
 TUCKER: THE MAN AND HIS DREAM,07/11,0,0,0,1,0,2020
 PERFORMANCE,07/11,0,0,0,1,0,2020
 PALM SPRINGS,07/11,0,0,0,1,0,2020
 I’LL BE GONE IN THE DARK,07/12,0,0,0,1,0,2020
 SEARCH PARTY (3),07/13,0,0,0,1,0,2020
 BELOW DECK,07/13,0,0,0,1,0,2020
 THE GODFATHER,07/13,0,0,0,1,0,2020
 Too Much and Never Enough,07/14,0,0,0,0,0,2020
 Mary L. Trump,07/14,0,0,0,0,0,2020
 LES RENDES-VOUZ D’ANNA,07/15,0,0,0,1,0,2020
 SEARCH PARTY (6),07/15,0,0,0,1,0,2020
 SEARCH PARTY (3),07/16,0,0,0,1,0,2020
 SEARCH PARTY (2),07/17,0,0,0,1,0,2020
 THE THOMAS CROWN AFFAIR (’68),07/17,0,0,0,1,0,2020
 SEARCH PARTY (3),07/18,0,0,0,1,0,2020
 THE GODFATHER PART II,07/18,0,0,0,1,0,2020
 SEARCH PARTY (3),07/19,0,0,0,1,0,2020
 I’LL BE GONE IN THE DARK,07/19,0,0,0,1,0,2020
 SEARCH PARTY (3),07/20,0,0,0,1,0,2020
 BELOW DECK,07/20,0,0,0,1,0,2020
 STRASBOURG 1518,07/21,0,0,1,1,0,2020
 Utopia Avenue,07/21,0,0,0,0,0,2020
 David Mitchell,07/21,0,0,0,0,0,2020
 FEAR CITY (2),07/22,0,0,0,1,0,2020
 THE BOSTON STRANGLER,07/22,0,0,0,1,0,2020
 THE SCHEME,07/24,0,0,0,1,0,2020
 I MAY DESTROY YOU (2),07/25,0,0,0,1,0,2020
 MAGNIFICENT OBSESSION (’55),07/25,0,0,0,1,0,2020
 Notes on a Silencing,07/26,0,0,0,0,0,2020
 Lacy Crawford,07/26,0,0,0,0,0,2020
 SECONDS,07/26,0,0,0,1,0,2020
 FEAR CITY,07/26,0,0,0,1,0,2020
 I’LL BE GONE IN THE DARK,07/26,0,0,0,1,0,2020
 GILDA,07/27,0,0,0,1,0,2020
 BELOW DECK,07/27,0,0,0,1,0,2020
 Intimations,07/28,0,0,0,0,0,2020
 Zadie Smith,07/28,0,0,0,0,0,2020
 AMERICAN GREED,07/28,0,0,0,1,0,2020
 I MAY DESTROY YOU (2),08/01,0,0,0,1,0,2020
 BLACK IS KING,08/01,0,0,0,1,0,2020
 SMASH-UP: THE STORY OF A WOMAN,08/01,0,0,0,1,0,2020
 The Way the World Works,08/02,0,0,0,0,0,2020
 Nicholson Baker,08/02,0,0,0,0,0,2020
 WHERE DANGER LIVES,08/02,0,0,0,1,0,2020
 TOKYO OLYMPIAD,08/02,0,0,0,1,0,2020
